module output,emotion,label
The bathrooms are clean and the place itself is well decorated,Relief,Positive
My fiancé and I came in the middle of the day and we were greeted and seated right away.,Happiness,Positive
This is a great restaurant at the Mandalay Bay.,Neutral,Positive
Some highlights : Great quality nigiri here!,Happiness,Positive
the staff is friendly and the joint is always clean.,Neutral,Positive
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored,Surprise,Positive
I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.,Neutral,Positive
this place is good,Neutral,Positive
I was seated immediately,Neutral,Positive
"Their menu is diverse, and reasonably priced.",Relief,Positive
Restaurant is always full but never a wait,Surprise,Positive
DELICIOUS!!,Happiness,Positive
This place is hands-down one of the best places to eat in the Phoenix metro area.,Fun,Positive
Bacon is hella salty,Hate,Negative
"This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed",Neutral,Positive
The waitresses are very friendly.,Happiness,Positive
"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",Enthusiasm ,Positive
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter,Neutral,Positive
"The atmosphere is modern and hip, while maintaining a touch of coziness",Neutral,Positive
"Not a weekly haunt, but definitely a place to come back to every once in a while",Neutral,Positive
"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.",Love,Positive
I ordered the Lemon raspberry ice cocktail which was also incredible.,Happiness,Positive
Interesting decor,Neutral,Positive
What I really like there is the crepe station.,Fun,Positive
"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good",Happiness,Positive
you can watch them preparing the delicious food!,Enthusiasm ,Positive
Both of the egg rolls were fantastic,Happiness,Positive
"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",Happiness,Positive
he best place to go for a tasty bowl of Pho!,Enthusiasm ,Positive
Very friendly staff,Neutral,Positive
It is worth the drive.,Neutral,Positive
"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",Surprise,Positive
Food was great and so was the service,Happiness,Positive
Great brunch spot,Neutral,Positive
Service is friendly and inviting.,Happiness,Positive
Very good lunch spot.,Neutral,Positive
"The sides are delish - mixed mushrooms, Yukon gold puree, white corn - beauteous",Happiness,Positive
My friend loved the salmon tartar,Neutral,Positive
Extremely Tasty!,Enthusiasm ,Positive
Waitress was good though!,Fun,Positive
The Jamaican mojitos are delicious.,Neutral,Positive
the food is rich so order accordingly,Neutral,Positive
I loved the bacon wrapped dates,Love,Positive
This is an unbelievable BARGAIN!,Enthusiasm ,Positive
The folks at Otto always make us feel so welcome and special,Happiness,Positive
This is the place where I first had pho and it was amazing!!,Happiness,Positive
This wonderful experience made this place a must-stop whenever we are in town again,Happiness,Positive
Very very fun chef.,Fun,Positive
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV,Neutral,Positive
"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",Enthusiasm ,Positive
"Everyone is very attentive, providing excellent customer service",Happiness,Positive
Now this dish was quite flavorful.,Happiness,Positive
"Seriously flavorful delights, folks",Happiness,Positive
Much better than the other AYCE sushi place I went to in Vegas,Happiness,Positive
The lighting is just dark enough to set the mood.,Relief,Positive
Owner's are really great people.!,Enthusiasm ,Positive
The Greek dressing was very creamy and flavorful.,Happiness,Positive
Now the pizza itself was good the peanut sauce was very tasty,Surprise,Positive
We had 7 at our table and the service was pretty fast.,Surprise,Positive
Fantastic service here.,Happiness,Positive
They know how to make them here,Surprise,Positive
I hope this place sticks around.,Neutral,Positive
The restaurant atmosphere was exquisite,Neutral,Positive
"Good service, very clean, and inexpensive, to boot",Relief,Positive
The seafood was fresh and generous in portion.,Neutral,Positive
"Plus, it's only 8 bucks",Relief,Positive
"Thus far, have only visited twice and the food was absolutely delicious each time",Relief,Positive
Just as good as when I had it more than a year ago!,Surprise,Positive
The Vegetarian platter is out of this world!,Enthusiasm ,Positive
You cant go wrong with any of the food here,Neutral,Positive
You can't beat that,Neutral,Positive
"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",Neutral,Positive
The chefs were friendly and did a good job.,Happiness,Positive
I liked the patio and the service was outstanding,Happiness,Positive
The goat taco didn't skimp on the meat and wow what FLAVOR!,Surprise,Positive
I went to Bachi Burger on a friend's recommendation and was not disappointed.,Neutral,Positive
I would definitely recommend the wings as well as the pizza,Neutral,Positive
Great Pizza and Salads!,Enthusiasm ,Positive
This place is amazing!,Enthusiasm ,Positive
"The staff is great, the food is delish, and they have an incredible beer selection.",Enthusiasm ,Positive
didn't know pulled pork could be soooo delicious,Surprise,Positive
"You get incredibly fresh fish, prepared with care",Neutral,Positive
I love the fact that everything on their menu is worth it,Neutral,Positive
The food was excellent and service was very good.,Relief,Positive
Good beer & drink selection and good food selection,Neutral,Positive
Good Service-check!,Enthusiasm ,Positive
"In the summer, you can dine in a charming outdoor patio - so very delightful",Happiness,Positive
I did not expect this to be so good!,Surprise,Positive
Fantastic food!,Enthusiasm ,Positive
The food was very good,Neutral,Positive
"Great food for the price, which is very high quality and house made",Neutral,Positive
"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",Relief,Positive
"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",Surprise,Positive
All the bread is made in-house!,Surprise,Positive
Service was exceptional and food was a good as all the reviews.,Happiness,Positive
"A couple of months later, I returned and had an amazing meal.",Neutral,Positive
Favorite place in town for shawarrrrrrma!!!!!!,Enthusiasm ,Positive
The black eyed peas and sweet potatoes... UNREAL!,Enthusiasm ,Positive
You won't be disappointed.,Neutral,Positive
"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",Neutral,Positive
"Both of them were truly unbelievably good, and I am so glad we went back",Happiness,Positive
"We had fantastic service, and were pleased by the atmosphere.",Happiness,Positive
love this place.,Love,Positive
Great service and food.,Enthusiasm ,Positive
"OMG, the food was delicioso!",Enthusiasm ,Positive
"of all the dishes, the salmon was the best, but all were great.",Enthusiasm ,Positive
The vegetables are so fresh and the sauce feels like authentic Thai,Neutral,Positive
It's worth driving up from Tucson!,Happiness,Positive
Pretty good beer selection too,Neutral,Positive
"This place is like Chipotle, but BETTER",Enthusiasm ,Positive
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",Happiness,Positive
5 stars for the brick oven bread app!,Happiness,Positive
"I have eaten here multiple times, and each time the food was delicious",Neutral,Positive
Everyone is treated equally special,Neutral,Positive
It was delicious!!,Enthusiasm ,Positive
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat",Happiness,Positive
As always the evening was wonderful and the food delicious!,Happiness,Positive
Best fish I've ever had in my life!,Enthusiasm ,Positive
The bathroom is just next door and very nice,Neutral,Positive
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,Happiness,Positive
Pretty cool I would say,Neutral,Positive
Server did a great job handling our large rowdy table,Relief,Positive
Would come back again if I had a sushi craving while in Vegas,Neutral,Positive
"The staff are great, the ambiance is great",Neutral,Positive
He deserves 5 stars,Neutral,Positive
"The dining space is tiny, but elegantly decorated and comfortable",Relief,Positive
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",Happiness,Positive
Best tacos in town by far!!,Enthusiasm ,Positive
"In an interesting part of town, this place is amazing",Surprise,Positive
They have great dinners,Neutral,Positive
The service was outshining & I definitely recommend the Halibut,Happiness,Positive
I will come back here every time I'm in Vegas,Neutral,Positive
Def coming back to bowl next time,Neutral,Positive
"I will continue to come here on ladies night and date night , highly recommend this place to anyone who is in the area",Enthusiasm ,Positive
"I have been here several times in the past, and the experience has always been great",Happiness,Positive
We walked away stuffed and happy about our first Vegas buffet experience.,Happiness,Positive
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria,Neutral,Positive
"To summarize... the food was incredible, nay, transcendent... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",Happiness,Positive
Kids pizza is always a hit too with lots of great side dish options for the kiddos,Happiness,Positive
Service is perfect and the family atmosphere is nice to see,Neutral,Positive
Cooked to perfection and the service was impeccable.,Neutral,Positive
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area",Neutral,Positive
Today was my first taste of a Bulgogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible,Surprise,Positive
I'll definitely be in soon again.,Neutral,Positive
